author_qID,orcid,name,affiliation,affiliation_id,affiliation_id_source,start_date_year
Q56756152,0000-0003-2699-2354,"('Peter', 'Dietrich')","('Helmholtz-Zentrum für Umweltforschung UFZ', '28342', 'RINGGOLD', '2005')",nan,nan,nan,nan
,0000-0001-5396-4354,"('Raja shekar', 'Jadav')","('Osmania Medical College', '77052', 'RINGGOLD', '2007')",nan,nan,nan,nan
Q59745224,0000-0001-8657-1354,"('Md Mofazzal', 'Hossain')","('Curtin University', '1649', 'RINGGOLD', '2009')",nan,nan,nan,nan
,0000-0002-9583-1354,"('Christina', 'Arendt')","('Pacific Northwest National Laboratory', '6865', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0001-5637-2354,"('Gabriel', 'Guarino')","('University of Ulster', '2596', 'RINGGOLD', '2007')",nan,nan,nan,nan
Q92986216,0000-0003-4222-0354,"('Dmitry', 'Gradov')","('Lappeenranta University of Technology', 'http://dx.doi.org/10.13039/501100004105', 'FUNDREF', '2019')",nan,nan,nan,nan
,0000-0002-9160-3354,"('W.R.', 'Vangrieken')","('KU Leuven', '26657', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0002-4606-0354,"('Lucia', 'Sanchez')","('Universidad Autónoma de Campeche', '27760', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0001-8056-7354,"('Cheng Hwee', 'Soh')","('Royal Melbourne Hospital', '90134', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q63811583,0000-0001-9575-0354,"('Sunhyo', 'Jeong')","('Mokwon University', '34992', 'RINGGOLD', '2012')",nan,nan,nan,nan
Q91722455,0000-0001-9700-0354,"('Isabella', 'Silva')","('Universidade Federal do Recôncavo da Bahia', '186074', 'RINGGOLD', '2007')",nan,nan,nan,nan
Q84126241,0000-0002-6077-8354,"('Feridun', 'Esmaeilzadeh')","('Shiraz University', '37551', 'RINGGOLD', '2002')",nan,nan,nan,nan
Q91369040,0000-0001-5375-3354,"('mohsen', 'gozari')","('Iranian Fisheries Research Organization', '163003', 'RINGGOLD', '2008')",nan,nan,nan,nan
,0000-0002-1123-9354,"('Ana', 'Leiva')","('Universitetet i Oslo', '6305', 'RINGGOLD', '2019')",nan,nan,nan,nan
,0000-0001-8251-1354,"('Josef', 'Bulíček')","('Univerzita Pardubice', '48252', 'RINGGOLD', '2008')",nan,nan,nan,nan
,0000-0003-3170-8354,"('İlham', 'Eröz Poyraz')","('Anadolu Üniversitesi Eczacilik Fakültesi', '125598', 'RINGGOLD', '1997')",nan,nan,nan,nan
,0000-0001-5803-6354,"('Elian', 'Dermosesian')","('University of Malaya', '37447', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0003-0589-2354,"('Agnieszka', 'Ziemiszewska-Maik')","('Polish-Japanese Academy of Information Technology', 'grid.445493.b', 'GRID', '2013')",nan,nan,nan,nan
,0000-0003-4911-5354,"('Xinli', 'Hu')","('Peking University', '12465', 'RINGGOLD', '2011')",nan,nan,nan,nan
,0000-0002-3862-6354,"('iqbal', 'iqbal')","('Universitas Hasanuddin', '64739', 'RINGGOLD', '2007')",nan,nan,nan,nan
,0000-0002-5543-4354,"('Umar', 'Khayam')","('Institut Teknologi Bandung', '89224', 'RINGGOLD', '2008')",nan,nan,nan,nan
,0000-0001-8144-7354,"('Ernest', 'Lado')","('Ernest Lado', '164889', 'RINGGOLD', '1982')",nan,nan,nan,nan
,0000-0002-3682-3354,"('Carmen', 'Dierickx')","('Universitaire Ziekenhuis Gasthuisberg', '74883', 'RINGGOLD', '2014')",nan,nan,nan,nan
Q59064579,0000-0002-3436-9354,"('Jean-Mathieu', 'Nocquet')","('Institut de recherche pour le developpement', '27056', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0003-1271-8354,"('Giunashvili', 'Helen')","('Ilia State University', '132043', 'RINGGOLD', '2010')",nan,nan,nan,nan
Q40394974,0000-0002-3592-7354,"('Beatrice', 'Bachmeier')","('Technical University Munich', 'grid.6936.a', 'GRID', '2017')",nan,nan,nan,nan
,0000-0002-9761-8354,"('Mostafizur Rahman', 'Mondol')","('University of Rajshahi', '118869', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0002-5850-4354,"('Maria', 'Escriva Beltran')","('Universidad Católica de Valencia San Vicente Mártir Facultad de Economía y Empresa', '83140', 'RINGGOLD', '2014')",nan,nan,nan,nan
Q90970870,0000-0003-1159-8354,"('Pushkala', 'Jayaraman')","(""Children's Hospital of Philadelphia"", '6567', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0002-1476-3354,"('Dennis', 'Nutter')","('Wake Forest University School of Medicine', '12279', 'RINGGOLD', '1999')",nan,nan,nan,nan
,0000-0002-9202-4354,"('Lady Grey', 'Javela')","('Universidad Del Rosario', '25807', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0002-9187-3354,"('Paul', 'Hedges')","('Wisconsin Historical Society', '114956', 'RINGGOLD', '1990')",nan,nan,nan,nan
,0000-0002-2113-8354,"('sarah nauli', 'pulungan')","('Universitas Sumatera Utara Fakultas Hukum', '355713', 'RINGGOLD', '2007')",nan,nan,nan,nan
,0000-0002-2992-2354,"('yağmur', 'özyer aksoy')","('İstanbul Arel Üniversitesi', '187450', 'RINGGOLD', '2012')",nan,nan,nan,nan
Q88213256,0000-0001-9305-0354,"('Ohad', 'Dar')","('Southern District Health Board', '3046', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0002-1853-7354,"('Irina Maria', 'Terfaloaga Artinescu')","('Universitatea Eftimie Murgu Re?i?a', '145454', 'RINGGOLD', '2014')",nan,nan,nan,nan
Q50285657,0000-0001-8331-1354,"('David', 'Relman')","('Stanford University School of Medicine', '10624', 'RINGGOLD', '1992')",nan,nan,nan,nan
Q52855794,0000-0002-3574-0354,"('Kevin', 'McCluney')","('Bowling Green State University', '1888', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0001-8466-4354,"('İsmail', 'Gürbak')","('Mehmet Akif Ersoy Göğüs Kalp Damar Cerrahisi Eğitim Araştırma Hastanesi', '484473', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-4113-9354,"('garshasb', 'khazaeni')","('Islamic Azad University west Tehran Branch', '68106', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0002-0587-5354,"('Martha Suzana', 'Cabral Nunes')","('Universidade Federal de Sergipe', '74391', 'RINGGOLD', '1995')",nan,nan,nan,nan
,0000-0001-5757-8354,"('María Marta', 'Lupano')","('Universidad de Buenos Aires Facultad de Arquitectura Diseño y Urbanismo', '342968', 'RINGGOLD', '1987')",nan,nan,nan,nan
Q86868688,0000-0002-3798-1354,"('Sarah', 'Almahdali')","('King Abdullah University of Science and Technology (KAUST)', '127355', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0002-2477-7354,"('Asikunnaby', None)","('Bangladesh University of Professionals', 'grid.442983.0', 'GRID', '2016')",nan,nan,nan,nan
,0000-0002-2052-2354,"('Dominik', 'Spychalski')","('Fraunhofer-Institut für Sichere Informationstechnologie', '28473', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-3113-3354,"('Gene', 'Flenady')","('Monash University', '2541', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0001-5920-7354,"('Soo Hyun', 'Kim')","('Asan Medical Center', '65526', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0002-9000-2354,"('Gandhiraj', 'R')","('Amrita Vishwa Vidyapeetham', '77649', 'RINGGOLD', '2008')",nan,nan,nan,nan
,0000-0002-2089-9354,"('Alfredo', 'Nevarez-Rascon')","('Universidad Autónoma de Chihuahua', '27763', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0001-9290-4354,"('Ramom', 'Rachide Nunes')","('Universidade Federal Rural de Pernambuco', '67744', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0002-0202-5354,"('Joseph', 'Mathew')","('Icahn School of Medicine at Mount Sinai', '5925', 'RINGGOLD', '2015')",nan,nan,nan,nan
Q82784145,0000-0003-2690-9354,"('sedat', 'sengul')","('Trakya Üniversitesi', '37521', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0001-9483-8354,"('Endi', 'Santosa')","('Gerstner Sloan Kettering Graduate School of Biomedical Sciences', '132190', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0001-8912-3354,"('CRISANTEMA', 'HERNANDEZ')","('Centro de Investigación en Alimentación y Desarrollo', 'grid.428474.9', 'GRID', '1998')",nan,nan,nan,nan
,0000-0001-7168-7354,"('Karri', 'Holley')","('University of Alabama', '8063', 'RINGGOLD', '2006')",nan,nan,nan,nan
,0000-0001-9887-1354,"('Toshiyuki', 'Yoshida')","('University of Fukui', 'http://dx.doi.org/10.13039/501100005611', 'FUNDREF', '2003')",nan,nan,nan,nan
,0000-0003-3433-5354,"('Jayaluxmi', 'Naidoo')","('University of KwaZulu-Natal', '56394', 'RINGGOLD', '2008')",nan,nan,nan,nan
Q59863830,0000-0001-8232-7354,"('lin', 'li')","('China University of Geosciences', '12564', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0002-5260-4354,"('Гаухар', 'Орманова')","('Al-Farabi Kazakh National University Faculty of Biology and Biotechnology', '98800', 'RINGGOLD', '2001')",nan,nan,nan,nan
Q87471323,0000-0003-2825-0354,"('Yolonda', 'Wilson')","('Howard University', '8369', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0003-2252-9354,"('Anastasia', 'Atabekova')","(""Peoples' Friendship University of Russia"", '64948', 'RINGGOLD', '2004')",nan,nan,nan,nan
,0000-0003-2512-1354,"('Abdelkader', 'KHARCHOUF')","(""Ministere de l'Education Nationale de l'Enseignement Superieur de la Formation des Cadres et de la Recherche Scientifique"", '107910', 'RINGGOLD', '1996')",nan,nan,nan,nan
,0000-0002-9615-6354,"('Sri Rahayu', 'Ismail')","('Universiti Putra Malaysia', '37449', 'RINGGOLD', '2000')",nan,nan,nan,nan
,0000-0001-8926-2354,"('Сергей', 'Солнышков')","('Ivanovo State Medical Academy', 'grid.445244.7', 'GRID', '1989')",nan,nan,nan,nan
,0000-0003-4743-5354,"('Wang', 'Jiang-An')","(""Chang'an University"", '66350', 'RINGGOLD', '2010')",nan,nan,nan,nan
Q88354977,0000-0002-4440-1354,"('Leonardo', 'Machado')","('Instituto Federal de Educação Ciência e Tecnologia de Santa Catarina', '119521', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0003-1968-8354,"('Cebrail', 'Özbek')","('?zmir Kâtip Çelebi Üniversitesi', '226844', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0002-5782-7354,"('Bishnu Dev', 'Das')","('Tribhuvan University - Mahendra Morang Adarsha Multiple Campus', '295152', 'RINGGOLD', '1997')",nan,nan,nan,nan
Q85515696,0000-0003-3416-7354,"('Jarosław', 'Markowski')","('Medical University of Silesia School of Medicine in Katowice', '473237', 'RINGGOLD', '2011')",nan,nan,nan,nan
,0000-0002-9360-9354,"('Abadi', 'Gebremedhin')","('Mekelle University', '128165', 'RINGGOLD', '2006')",nan,nan,nan,nan
,0000-0001-6133-1354,"('Margaret', 'Tumwebaze')","('Hospice Africa Uganda', '127812', 'RINGGOLD', '2011')",nan,nan,nan,nan
,0000-0002-1408-5354,"('Iwona', 'Janicka')","('Uniwersytet Lodzki Instytut Psychologii', '183615', 'RINGGOLD', '1992')",nan,nan,nan,nan
Q59750017,0000-0003-1055-2354,"('Pedro', 'Batista')","('National Institutes of Health', '2511', 'RINGGOLD', '2016')",nan,nan,nan,nan
Q91058487,0000-0003-4598-2354,"('Soenke', 'Seifert')","('Argonne National Laboratory', '1291', 'RINGGOLD', '1996')",nan,nan,nan,nan
,0000-0001-6437-2354,"('Hüseyin', 'AFACAN')","('Celal Bayar Üniversitesi', '52953', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0003-4583-5354,"('Masaya', 'Saito')","('Sapporo City University', 'grid.444711.3', 'GRID', '2007')",nan,nan,nan,nan
,0000-0002-8604-6354,"('sébastien', 'morales')","('CNRS Délégation Aquitaine-Limousin', '246578', 'RINGGOLD', '2011')",nan,nan,nan,nan
Q42817397,0000-0001-6032-0354,"('Marek', 'Bajda')","('Uniwersytet Jagiellonski Collegium Medicum', '49573', 'RINGGOLD', '2010')",nan,nan,nan,nan
Q85830647,0000-0003-4536-8354,"('Pierre', 'Borgnat')","('CNRS Délégation Rhône-Auvergne', '246585', 'RINGGOLD', '2004')",nan,nan,nan,nan
,0000-0001-5345-4354,"('Tom', 'Russell')","(""Queen's University"", '4257', 'RINGGOLD', '1977')",nan,nan,nan,nan
,0000-0002-1183-7354,"('Nitza', 'Solis')","('University of Illinois at Chicago', '14681', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0002-6639-5354,"('Lauren A.', 'Rhodes')","('Escuela Superior Politécnica del Litoral', '27883', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-1495-8354,"('Aazam', 'Aarabi')","('Islamic Azad University Sahreza Branch', '201578', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0001-6620-4354,"('Zsolt', 'Conka')","('Technical University of Košice', 'grid.6903.c', 'GRID', '2016')",nan,nan,nan,nan
,0000-0003-4005-7354,"('Markus', 'Merkel')","('Hochschule Aalen University', '120294', 'RINGGOLD', '2004')",nan,nan,nan,nan
Q64782350,0000-0003-4819-8354,"('Laura', 'Pellatt')","('University of Greenwich', '4918', 'RINGGOLD', '2019')",nan,nan,nan,nan
Q91239531,0000-0002-8270-7354,"('ONUR', 'YILMAZ')","('Bezmialem Vakıf Üniversitesi Tıp Fakültesi', '221266', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0003-2771-7354,"('Onur', 'BALCİ')","('Cumhuriyet Üniversitesi', '52954', 'RINGGOLD', '2009')",nan,nan,nan,nan
,0000-0003-1634-8354,"('Samuel', 'Spiegel')","('Colorado School of Mines', '3557', 'RINGGOLD', '2015')",nan,nan,nan,nan
Q87182296,0000-0001-6892-0354,"('Tabia', 'Santos')","('Columbia University', '5798', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0002-2176-0354,"('SÜLEYMAN', 'KOCAOGLU')","('Anadolu University', 'grid.41206.31', 'GRID', '2017')",nan,nan,nan,nan
,0000-0002-4467-1354,"('Philipp', 'Tagirov')","(""Peoples' Friendship University of Russia"", 'grid.77642.30', 'GRID', '2001')",nan,nan,nan,nan
Q89422916,0000-0001-8619-2354,"('Nicole', 'Ribeiro Marques')","('University of Texas Medical Branch Department of Anesthesiology', '213948', 'RINGGOLD', '2012')",nan,nan,nan,nan
Q88195049,0000-0003-0440-0354,"(""M'hammed"", 'Aguennouz')","('Università degli Studi di Messina', '18980', 'RINGGOLD', '2008')",nan,nan,nan,nan
,0000-0001-8046-0354,"('Anwar', 'Heiba')","('Suez Canal University Faculty of Medicine', '68833', 'RINGGOLD', '2000')",nan,nan,nan,nan
Q89445217,0000-0002-0199-7354,"('Tiziana', 'Guerra')","('Leibniz-Institut für Gemüse- und Zierpflanzenbau Großbeeren/Erfurt eV', '28405', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-4963-2354,"('Tomasz', 'Mach')","('Uniwersytet Jagiellonski Collegium Medicum Wydzial Lekarski', '162261', 'RINGGOLD', '1975')",nan,nan,nan,nan
Q79280670,0000-0002-9441-7354,"('Kyuwon', 'Shim')","('Yonsei University College of Medicine', '37991', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0001-8966-8354,"('Olena', 'Zhukova')","('Admiral Makarov National University of Shipbuilding', 'grid.440519.d', 'GRID', '1991')",nan,nan,nan,nan
,0000-0001-5923-1354,"('Rozieli', 'Bovolini Silveira')","('Universidade Federal de Santa Maria Centro de Ciências Naturais e Exatas', '425921', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0001-8900-0354,"('Edna', 'Thangu')","('Kenyatta University', '107864', 'RINGGOLD', '2010')",nan,nan,nan,nan
Q88028271,0000-0002-9518-8354,"('Olga', 'Francisco')","('University of Manitoba', '8664', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0002-1511-7354,"('faruq', 'khadami')","('Institut Teknologi Bandung', '89224', 'RINGGOLD', '2016')",nan,nan,nan,nan
Q89688025,0000-0002-5985-7354,"('Raul Mauricio', 'Olaechea Alejo')","('Universidad Científica del Sur', '187071', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q55187635,0000-0002-2656-1354,"('Jeremy', 'Slater')","('University of Texas Medical School at Houston', '12339', 'RINGGOLD', '2004')",nan,nan,nan,nan
,0000-0003-2664-2354,"('Lucie', 'Kolářová')","('Palacký University, Olomouc', 'grid.10979.36', 'GRID', '2017')",nan,nan,nan,nan
,0000-0003-0371-5354,"('James', 'Smalley')","('Bristol Myers Squibb Co', '480678', 'RINGGOLD', '2000')",nan,nan,nan,nan
Q56550447,0000-0001-9385-1354,"('Camino', 'Fernández-Aláez')","('Universidad de León', '16762', 'RINGGOLD', '1987')",nan,nan,nan,nan
,0000-0002-7332-5354,"('Marc', 'Rodriguez Garcia')","('University of Cambridge', '2152', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0003-1067-5354,"('dini', 'hervani')","('Universitas Andalas', '58863', 'RINGGOLD', '2002')",nan,nan,nan,nan
,0000-0001-8925-4354,"('Vladimir', 'Golovanevskiy')","('Curtin University', '1649', 'RINGGOLD', '2008')",nan,nan,nan,nan
Q59117051,0000-0002-7150-6354,"('Liliana', 'Loureiro')","('Helmholtz-Zentrum Dresden-Rossendorf', '28414', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0003-1824-7354,"('Amanda', 'Smith')","('Federation University Australia', '1458', 'RINGGOLD', '2010')",nan,nan,nan,nan
Q96072146,0000-0003-2065-4354,"('Xiang', 'Wu')","('Huazhong University of Science and Technology', '12443', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0002-3624-1354,"('Josep Maria', 'Jansa')","('European Centre for Disease Prevention and Control', '56756', 'RINGGOLD', '2012')",nan,nan,nan,nan
Q91391032,0000-0002-6592-3354,"('Aulia', 'Rizka')","('Universitas Indonesia', '64733', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0002-6445-3354,"('Juan', 'Mercado')","('Northern Illinois University', '2848', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q96036522,0000-0002-0036-1354,"('BAHADIR', 'BAKIM')","('Yeni Yüzy?l Üniversitesi', '209002', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0001-5888-8354,"('Ndofor-Foleng', 'Harriet Mbunwen')","('University of Nigeria', '107769', 'RINGGOLD', '2005')",nan,nan,nan,nan
,0000-0003-1143-2354,"('Sophan', 'Chhin')","('West Virginia University', '5631', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0001-6372-4354,"('Serafin', 'Sanchez')","('Georgia Department of Behavioral Health and Developmental Disabilities', '415644', 'RINGGOLD', '2010')",nan,nan,nan,nan
,0000-0002-8200-2354,"('FRANCESCO', 'SERGI')","('Consiglio Nazionale delle Ricerche', '9327', 'RINGGOLD', '2011')",nan,nan,nan,nan
,0000-0002-8981-0354,"('Edward', 'Maake')","('University of Limpopo Faculty of Science and Agriculture', '443397', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0002-0777-4354,"('Raphael', 'Teles Oliveira')","('Faculdades Alves Faria', '130252', 'RINGGOLD', '2019')",nan,nan,nan,nan
,0000-0003-3486-1354,"('Samira', 'Borji')","('Zanjan University of Medical Sciences', '48539', 'RINGGOLD', '2019')",nan,nan,nan,nan
,0000-0001-8204-4354,"('Hakki', 'Shin')","('Rural Development Administration', '54670', 'RINGGOLD', '1990')",nan,nan,nan,nan
Q95947139,0000-0002-3775-4354,"('mustafa', 'ulubay')","('Gülhane Medicine Faculty', '448249', 'RINGGOLD', '2012')",nan,nan,nan,nan
Q90432823,0000-0002-6381-3354,"('Qiu', 'wenming')","('Hubei Academy of Agricultural Sciences', '117996', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0003-0320-5354,"('Li', 'Lai')","('Shanghai Jiao Tong University', '12474', 'RINGGOLD', '2013')",nan,nan,nan,nan
Q92339515,0000-0002-0438-9354,"('Chamarrita', 'Farkas')","('Pontificia Universidad Católica de Chile', '28033', 'RINGGOLD', '1994')",nan,nan,nan,nan
,0000-0002-5253-2354,"('Olexander', 'Goloborodko')","('Zaporozhye State Medical University', '64878', 'RINGGOLD', '2007')",nan,nan,nan,nan
Q57941694,0000-0002-3555-6354,"('Md Mamun Or', 'Rashid')","('Noakhali Science and Technology University', '378872', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0002-8131-7354,"('Katie', 'Aylward')","('Chalmers University of Technology', 'grid.5371.0', 'GRID', '2017')",nan,nan,nan,nan
Q87728341,0000-0003-1111-7354,"('Aswathy', 'Vijayakumar')","(""Queen's University Belfast"", '1596', 'RINGGOLD', '2019')",nan,nan,nan,nan
,0000-0001-5285-7354,"('Makoshane', 'Seloana')","('University of the Witwatersrand Faculty of Science', '111133', 'RINGGOLD', '2019')",nan,nan,nan,nan
,0000-0003-3500-4354,"('Martin', 'Warnke')","('Leuphana University', 'grid.10211.33', 'GRID', '1984')",nan,nan,nan,nan
Q50964517,0000-0002-5331-6354,"('Branimir', 'Jugovic')","('Institute of Technical Sciences of the Serbian Academy of Sciences and Arts', '201271', 'RINGGOLD', '2002')",nan,nan,nan,nan
,0000-0002-5491-7354,"('Paulo Henrique', 'Evangelista Silva')","('Universidade Federal dos Vales do Jequitinhonha e Mucuri', '74380', 'RINGGOLD', '2017')",nan,nan,nan,nan
Q58183127,0000-0001-6763-7354,"('João', 'Pisco')","('University of Dundee Drug Discovery Unit', '336586', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0001-6394-3354,"('Song-Lin', 'Yang')","('Michigan Technological University', '3968', 'RINGGOLD', '1989')",nan,nan,nan,nan
Q80049009,0000-0003-3211-0354,"('Farhad', 'Salari')","('Kermanshah University of Medical Sciences', '48464', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0001-6531-6354,"('khulakpam naseeruddin', 'shah')","('Hemwati Nandan Bahuguna Garhwal University', '83482', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0001-8634-4354,"('Jennyfers', 'Chong-Robles')","('Centro de Investigación Científica y de Educación Superior de Ensenada', '7082', 'RINGGOLD', '2017')",nan,nan,nan,nan
Q60660144,0000-0001-7527-4354,"('Paul', 'Cleary')","('Yale University School of Public Health', '50296', 'RINGGOLD', '2006')",nan,nan,nan,nan
,0000-0001-8114-8354,"('Sławomir', 'Wereski')","('Instytut Meteorologii i Gospodarki Wodnej – Państwowy Instytut Badawczy', 'http://dx.doi.org/10.13039/100012960', 'FUNDREF', '2002')",nan,nan,nan,nan
Q58354388,0000-0003-3485-3354,"('Hazim', 'Qiblawey')","('Qatar University', '61780', 'RINGGOLD', '2007')",nan,nan,nan,nan
,0000-0002-9467-9354,"('Ilias', 'Bisbinas')","('424 Army General Training Hospital', '69201', 'RINGGOLD', '2009')",nan,nan,nan,nan
,0000-0002-5913-6354,"('Herman', 'Steyn')","('University of Pretoria', '56410', 'RINGGOLD', '1996')",nan,nan,nan,nan
,0000-0002-0319-1354,"('Adam', 'Weaver')","('Niagara College - NOTL Campus', '125148', 'RINGGOLD', '2016')",nan,nan,nan,nan
Q92249747,0000-0002-5688-3354,"('Kan', 'Zhuo')","('South China Agricultural University College of Agriculture', '162683', 'RINGGOLD', '2011')",nan,nan,nan,nan
